lang,key,rate,ev_survival,ev_kept,ev_total,gpt_kept
ko,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Space_exploration::1,0.33,0.2727272727272727,3,11,0.35570469798657717
ko,https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park::1,0.33,0.2857142857142857,6,21,0.3211009174311927
ko,https://en.wikivoyage.org/wiki/Internet_telephony::2,0.33,0.4444444444444444,4,9,0.31756756756756754
ko,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Tiger::1,0.33,0.2,1,5,0.29850746268656714
ko,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13::1,0.33,0.16666666666666666,1,6,0.2909090909090909
ko,https://en.wikivoyage.org/wiki/Boating_on_the_Baltic_Sea::2,0.33,0.4666666666666667,7,15,0.328125
ko,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Computer::2,0.33,0.25,2,8,0.3194444444444444
ko,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Extinction::2,0.33,0.3076923076923077,4,13,0.36666666666666664
ko,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Declaration_of_Independence::1,0.33,0.2222222222222222,2,9,0.33497536945812806
ko,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain::1,0.33,0.4,6,15,0.30601092896174864
ko,https://en.wikibooks.org/wiki/Golf::1,0.33,0.4166666666666667,5,12,0.31896551724137934
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Computer::1,0.33,0.2727272727272727,3,11,0.3372093023255814
ko,"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico::1",0.33,0.5,2,4,0.35555555555555557
ko,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85::2,0.33,0.6,3,5,0.3464052287581699
ko,"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials::2",0.33,0.42857142857142855,3,7,0.3431372549019608
ko,https://en.wikivoyage.org/wiki/Galapagos_Islands::1,0.33,0.17857142857142858,5,28,0.36477987421383645
ko,https://en.wikivoyage.org/wiki/Travelling_around_the_Schengen_Area::1,0.33,0.35714285714285715,5,14,0.3032258064516129
ko,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland::1,0.33,0.6666666666666666,2,3,0.3592233009708738
ko,https://en.wikinews.org/wiki/Teen_post_officer_hides_400_New_Year_cards_in_Japanese_snow::1,0.33,0.3333333333333333,5,15,0.41
ko,"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland::2",0.33,0.4,2,5,0.3229166666666667
ko,https://en.wikivoyage.org/wiki/Staycation::1,0.33,0.25,7,28,0.3219178082191781
ko,https://en.wikivoyage.org/wiki/Yellowstone_National_Park::2,0.33,0.3333333333333333,5,15,0.3333333333333333
ko,https://en.wikinews.org/wiki/Bali_climate_change_conference_begins::2,0.33,0.2,1,5,0.3333333333333333
ko,https://en.wikibooks.org/wiki/History_of_Islam/Early_Islam::1,0.33,0.391304347826087,9,23,0.3480392156862745
ko,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City::2,0.33,0.6666666666666666,6,9,0.36470588235294116
ko,https://en.wikivoyage.org/wiki/Advice_for_nervous_flyers::1,0.33,0.27586206896551724,8,29,0.35526315789473684
ko,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana::1,0.33,0.16666666666666666,1,6,0.2604166666666667
ko,https://en.wikivoyage.org/wiki/Wildlife_photography::1,0.33,0.3,3,10,0.34972677595628415
ko,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Role::1,0.33,0.25,11,44,0.327683615819209
ko,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Physical_activity_effect_on_mental_health_in_people_with_chronic_lower_back_pain::1,0.33,0.3333333333333333,5,15,0.3217391304347826
ko,https://en.wikivoyage.org/wiki/Bread_and_confectionery::2,0.33,0.5,3,6,0.34615384615384615
ko,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships::1,0.33,0.1111111111111111,1,9,0.3409090909090909
ko,https://en.wikivoyage.org/wiki/Charlotte_with_children::1,0.33,0.42857142857142855,3,7,0.3125
ko,https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon::1,0.33,0.3333333333333333,3,9,0.3221476510067114
ko,https://en.wikibooks.org/wiki/European_History/World_War_I::2,0.33,0.3333333333333333,5,15,0.3288590604026846
ko,https://en.wikivoyage.org/wiki/Round_the_world_flights::2,0.33,0.0,0,5,0.34104046242774566
ko,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Society::2,0.33,0.25,1,4,0.3113207547169811
ko,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto::2,0.33,0.2,2,10,0.30392156862745096
ko,https://en.wikivoyage.org/wiki/Mobile_phones::1,0.33,0.25,4,16,0.319672131147541
ko,https://en.wikinews.org/wiki/Canadian_Prime_Minister_Harper_agrees_to_send_%27Clean_Air_Act%27_to_committee::2,0.33,0.1875,3,16,0.3459915611814346
ko,https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life::1,0.33,0.38461538461538464,5,13,0.3068181818181818
ko,https://en.wikivoyage.org/wiki/Cross_country_skiing::1,0.33,0.36363636363636365,4,11,0.33125
ko,https://en.wikibooks.org/wiki/Animal_Behavior/Biological_Rhythms::1,0.33,0.35294117647058826,6,17,0.36585365853658536
ko,https://en.wikivoyage.org/wiki/Sundarbans_National_Park::1,0.33,0.1111111111111111,1,9,0.3432203389830508
ko,https://en.wikivoyage.org/wiki/Noum%C3%A9a::1,0.33,0.6,3,5,0.3106796116504854
ko,https://en.wikibooks.org/wiki/Wikijunior:Languages/Hindi::2,0.33,0.0,0,2,0.3424657534246575
ko,https://en.wikivoyage.org/wiki/Culture_shock::1,0.33,0.4,4,10,0.33707865168539325
ko,https://en.wikinews.org/wiki/The_Onion:_An_interview_with_%27America%27s_Finest_News_Source%27::1,0.33,0.3125,5,16,0.3187250996015936
ko,https://en.wikinews.org/wiki/Anti-ACTA_activists_protest_across_Europe::2,0.33,0.5,4,8,0.336283185840708
ko,https://en.wikinews.org/wiki/Senate_questions_Roberts_in_confirmation_hearings::1,0.33,0.13636363636363635,3,22,0.3233082706766917
ko,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Race_and_Ethnicity::2,0.33,0.42857142857142855,3,7,0.36046511627906974
ko,https://en.wikivoyage.org/wiki/Bed_and_breakfasts::1,0.33,0.2727272727272727,3,11,0.3287671232876712
ko,https://en.wikinews.org/wiki/UK_government_outlines_plans_for_rail_transport::1,0.33,0.25,2,8,0.38095238095238093
ko,https://en.wikinews.org/wiki/Russian_military_cargo_jet_crash_kills_eleven_in_Siberia::1,0.33,0.3333333333333333,5,15,0.36792452830188677
ko,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan::1,0.33,0.35714285714285715,5,14,0.3372093023255814
ko,https://en.wikinews.org/wiki/FAA:_Metroplex_NextGen_project_in_place_in_north_Texas::2,0.33,0.3076923076923077,4,13,0.34951456310679613
ko,https://en.wikivoyage.org/wiki/Antarctica::1,0.33,0.25,1,4,0.31794871794871793
ko,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing::1,0.33,0.2857142857142857,4,14,0.33125
ko,https://en.wikinews.org/wiki/Naked_News_to_create_international_language_editions::1,0.33,0.42857142857142855,3,7,0.26881720430107525
ko,https://en.wikibooks.org/wiki/Pakistani_History/Prehistory/Bronze_Age/Indus_Valley_Civilization::2,0.33,0.44,11,25,0.3235294117647059
ko,https://en.wikibooks.org/wiki/Sensory_Systems/Visual_System::1,0.33,0.23076923076923078,3,13,0.308411214953271
ko,https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money::1,0.33,0.8,4,5,0.3333333333333333
ko,https://en.wikinews.org/wiki/Typhoon_prompts_massive_evacuations_in_China::1,0.33,0.25,1,4,0.3333333333333333
ko,https://en.wikibooks.org/wiki/Wikijunior:Languages/Sanskrit::2,0.33,0.2857142857142857,2,7,0.3473053892215569
ko,https://en.wikibooks.org/wiki/Wikijunior:Europe/Luxembourg::2,0.33,0.25,3,12,0.3076923076923077
ko,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Romans::1,0.33,0.25,3,12,0.33689839572192515
ko,https://en.wikinews.org/wiki/Explorers_find_shipwreck_thought_to_be_massive_WWII_battleship_Musashi::1,0.33,0.25,2,8,0.3238095238095238
ko,https://en.wikibooks.org/wiki/The_Organ_Systems/nervous::1,0.33,0.0,0,4,0.3283582089552239
ko,https://en.wikibooks.org/wiki/Introductory_Tourism::2,0.33,0.23076923076923078,3,13,0.2937062937062937
ko,https://en.wikinews.org/wiki/Two-day_bird_flu_conference_draws_$1.9_billion_in_pledges::1,0.33,0.1,1,10,0.37398373983739835
ko,https://en.wikinews.org/wiki/Distributed_computing_to_get_%22interstellar_project%22::1,0.33,0.4,2,5,0.32196969696969696
ko,https://en.wikinews.org/wiki/US_officials_flood_Grand_Canyon_to_restore_ecosystem::1,0.33,0.3333333333333333,2,6,0.30985915492957744
ko,https://en.wikivoyage.org/wiki/Alcoholic_beverages::2,0.33,0.25,1,4,0.27692307692307694
ko,https://en.wikibooks.org/wiki/History_of_Technology/Cultural_Determinism::1,0.33,0.6666666666666666,2,3,0.2980769230769231
ko,https://en.wikinews.org/wiki/Seven_caves_found_on_Mars:_NASA::2,0.33,0.3333333333333333,4,12,0.34554973821989526
ko,https://en.wikivoyage.org/wiki/Aggregators::2,0.33,0.4444444444444444,4,9,0.3013698630136986
ko,https://en.wikivoyage.org/wiki/Canyoning::2,0.33,0.5,4,8,0.2988505747126437
ko,https://en.wikinews.org/wiki/Parts_of_New_Orleans_flood_again::1,0.33,0.5,2,4,0.3076923076923077
ko,https://en.wikivoyage.org/wiki/Downhill_snowsports::2,0.33,0.42857142857142855,3,7,0.3604060913705584
ko,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea::2,0.33,0.17647058823529413,3,17,0.3493975903614458
ko,https://en.wikibooks.org/wiki/American_Revolution/The_Battles_of_Trenton_and_Princeton::2,0.33,0.5,2,4,0.3353658536585366
ko,https://en.wikinews.org/wiki/Apple_introduces_iPhone_and_Apple_TV::2,0.33,0.4,2,5,0.34782608695652173
ko,https://en.wikivoyage.org/wiki/Regional_coding::2,0.33,0.875,7,8,0.35135135135135137
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Nuclear_Bomb::1,0.33,0.2857142857142857,2,7,0.32456140350877194
ko,https://en.wikibooks.org/wiki/Applied_Ecology/New_Societies_and_Cultures::1,0.33,0.4,2,5,0.32558139534883723
ko,https://en.wikinews.org/wiki/Scientists_report_two_life-saving_treatments_for_Ebola::2,0.33,0.5294117647058824,9,17,0.37681159420289856
ko,https://en.wikivoyage.org/wiki/Budget_travel::2,0.33,0.42857142857142855,3,7,0.3006535947712418
ko,https://en.wikibooks.org/wiki/Wikijunior:Biology/Kingdoms/Animals::2,0.33,0.2857142857142857,4,14,0.37962962962962965
ko,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Lion::2,0.33,0.0,0,6,0.3422818791946309
ko,https://en.wikinews.org/wiki/USA_Gymnastics_board_resigning_after_sex_abuse::2,0.33,0.2777777777777778,5,18,0.32367149758454106
ko,"https://en.wikinews.org/wiki/Beverly_Hall,_indicted_public_school_superintendent,_dies_aged_68::2",0.33,0.3076923076923077,4,13,0.3220338983050847
ko,https://en.wikivoyage.org/wiki/Caucasus::2,0.33,0.25,3,12,0.3230769230769231
ko,https://en.wikivoyage.org/wiki/Gambling::1,0.33,0.25,1,4,0.3387096774193548
ko,https://en.wikivoyage.org/wiki/Maori_culture::2,0.33,0.1111111111111111,1,9,0.33035714285714285
ko,https://en.wikibooks.org/wiki/Philippine_History/The_Philippine-American_War::1,0.33,0.30434782608695654,7,23,0.31932773109243695
ko,https://en.wikinews.org/wiki/Hungary%27s_St_Stephen%27s_Day_hit_by_storm:_3_left_dead::1,0.33,0.3684210526315789,7,19,0.3241758241758242
ko,https://en.wikivoyage.org/wiki/Border_crossing::1,0.33,0.3125,5,16,0.2857142857142857
ko,https://en.wikinews.org/wiki/Scientists_say_new_medical_diagnostic_chip_can_sort_cells_anywhere_with_an_inkjet::1,0.33,0.5384615384615384,7,13,0.366412213740458
ko,https://en.wikinews.org/wiki/German_judge_orders_life_sentence_for_nation%27s_%27first_Islamic-motivated_terror_attack%27::1,0.33,0.6,3,5,0.2994350282485876
ko,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54::1,0.33,0.4444444444444444,4,9,0.24752475247524752
ko,https://en.wikinews.org/wiki/North_Korea_agrees_to_disable_its_main_nuclear_reactor::1,0.33,0.2857142857142857,4,14,0.3157894736842105
ko,https://en.wikivoyage.org/wiki/Vancouver::1,0.33,0.3333333333333333,2,6,0.3526315789473684
ko,https://en.wikivoyage.org/wiki/Astronomy::2,0.33,0.5384615384615384,7,13,0.33962264150943394
ko,https://en.wikivoyage.org/wiki/San_Francisco::2,0.33,0.15384615384615385,2,13,0.26380368098159507
ko,https://en.wikibooks.org/wiki/All_About_Converting_From_Several_Video_Formats_To_DVD::2,0.33,0.0,0,10,0.3409090909090909
ko,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Submarines::1,0.33,0.18181818181818182,2,11,0.33695652173913043
ko,https://en.wikinews.org/wiki/Fighter_jet_crashes_during_Children%27s_Day_airshow_in_Thailand::2,0.33,0.4,2,5,0.34615384615384615
ko,https://en.wikinews.org/wiki/Michael_Schumacher_calls_off_Formula_1_comeback_due_to_injury::2,0.33,0.36363636363636365,4,11,0.33980582524271846
ko,https://en.wikibooks.org/wiki/Environmental_theory_and_collection_of_ideas/Environmentalism_and_survival::1,0.33,0.36363636363636365,4,11,0.3283582089552239
ko,https://en.wikivoyage.org/wiki/Walt_Disney_World::2,0.33,0.5454545454545454,6,11,0.34080717488789236
ko,https://en.wikivoyage.org/wiki/Kruger_National_Park::2,0.33,0.3333333333333333,2,6,0.34545454545454546
ko,https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas::1,0.33,0.5714285714285714,8,14,0.2872340425531915
ko,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Greeks::1,0.33,1.0,1,1,0.31901840490797545
ko,https://en.wikivoyage.org/wiki/Victoria_Falls::1,0.33,0.16666666666666666,2,12,0.3333333333333333
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Time::2,0.33,0.14285714285714285,1,7,0.2826086956521739
ko,https://en.wikivoyage.org/wiki/West_Africa::2,0.33,0.2222222222222222,2,9,0.32666666666666666
ko,https://en.wikivoyage.org/wiki/Birdwatching::2,0.33,0.3333333333333333,2,6,0.34782608695652173
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb::2,0.33,0.17391304347826086,4,23,0.373134328358209
ko,https://en.wikivoyage.org/wiki/French_phrasebook::1,0.33,0.4,2,5,0.3660130718954248
ko,"https://en.wikinews.org/wiki/Car_crashes_into_house_in_Suffolk,_UK,_seriously_injuring_man::1",0.33,0.2631578947368421,5,19,0.35172413793103446
ko,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Evolutionary_Perspective_on_Social_Cognitions::2,0.33,0.16666666666666666,2,12,0.3176470588235294
ko,https://en.wikivoyage.org/wiki/Music_festival_circuit::1,0.33,0.25,2,8,0.32575757575757575
ko,https://en.wikinews.org/wiki/Rare_Middle_East_cyclone_batters_Oman::2,0.33,0.3333333333333333,1,3,0.325
ko,https://en.wikibooks.org/wiki/First_Aid/Poisoning::1,0.33,0.2857142857142857,6,21,0.34285714285714286
ko,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Social_Media::2,0.33,0.45454545454545453,5,11,0.3402777777777778
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet::1,0.33,0.2857142857142857,4,14,0.3391304347826087
ko,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak::2,0.33,0.25,1,4,0.33727810650887574
ko,https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced::1,0.33,0.42857142857142855,3,7,0.29347826086956524
ko,https://en.wikivoyage.org/wiki/Horse_riding::2,0.33,0.4444444444444444,4,9,0.30994152046783624
ko,https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes::1,0.33,0.14285714285714285,1,7,0.3218390804597701
ko,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia::1",0.33,0.2727272727272727,3,11,0.3068181818181818
ko,https://en.wikibooks.org/wiki/Fencing::1,0.33,0.4444444444444444,4,9,0.3559322033898305
ko,https://en.wikinews.org/wiki/Seven_killed_in_Chinese_bombing::1,0.33,0.3,3,10,0.35365853658536583
ko,https://en.wikivoyage.org/wiki/Chile::2,0.33,0.25,2,8,0.32
ko,https://en.wikivoyage.org/wiki/Thimphu::2,0.33,0.3333333333333333,4,12,0.34
ko,https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia::2,0.33,0.0,0,9,0.3793103448275862
ko,https://en.wikinews.org/wiki/Cholera_outbreak_hits_Angola::1,0.33,0.1,1,10,0.297029702970297
ko,https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place::2,0.33,0.6,3,5,0.38095238095238093
ko,https://en.wikivoyage.org/wiki/Rock_climbing::1,0.33,0.3333333333333333,2,6,0.3269230769230769
ko,https://en.wikinews.org/wiki/Nadal_beats_Raonic_to_reach_Australian_Open_semis::2,0.33,0.4,2,5,0.27049180327868855
ko,https://en.wikivoyage.org/wiki/Flying_to_Africa::1,0.33,0.23529411764705882,4,17,0.313953488372093
ko,https://en.wikivoyage.org/wiki/Hospitality_exchange::2,0.33,0.2857142857142857,2,7,0.3114754098360656
ko,https://en.wikinews.org/wiki/Bomb_blasts_kill_several_in_Iran::1,0.33,0.4,6,15,0.3076923076923077
ko,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti::2,0.33,0.0,0,9,0.30656934306569344
ko,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction::2,0.33,0.15384615384615385,2,13,0.3474576271186441
ko,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser::1,0.33,0.3125,5,16,0.3116883116883117
ko,https://en.wikibooks.org/wiki/Wikijunior:Biology/Cells::1,0.33,0.5714285714285714,4,7,0.272
ko,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle::2,0.33,0.25,2,8,0.32195121951219513
ko,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc::1",0.33,0.0,0,8,0.35537190082644626
ko,https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console::2,0.33,0.2,1,5,0.3464566929133858
ko,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Basics::2,0.33,0.42857142857142855,3,7,0.33587786259541985
ko,https://en.wikinews.org/wiki/Amazon_to_buy_smart_doorbell_startup_Ring::2,0.33,0.25,3,12,0.32679738562091504
ko,https://en.wikivoyage.org/wiki/Hong_Kong::1,0.33,0.3,9,30,0.35978835978835977
ko,"https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui,_Hawaii::1",0.33,0.35714285714285715,5,14,0.34615384615384615
ko,https://en.wikivoyage.org/wiki/Guanajuato::1,0.33,0.2857142857142857,2,7,0.3275862068965517
ko,https://en.wikivoyage.org/wiki/Streymoy::1,0.33,0.4,4,10,0.3373493975903614
ko,https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire::1,0.33,0.25,5,20,0.3333333333333333
ko,https://en.wikinews.org/wiki/Philae_space_probe_lands_on_comet::1,0.33,0.14285714285714285,1,7,0.3516483516483517
ko,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Bones::1,0.33,0.25,2,8,0.31851851851851853
ko,"https://en.wikinews.org/wiki/Hong_Kong_tourists_held_hostage_in_the_Philippines,_nine_killed::2",0.33,0.2,2,10,0.3013698630136986
ko,https://en.wikivoyage.org/wiki/Barcelona::1,0.33,0.16666666666666666,1,6,0.3728813559322034
ko,https://en.wikivoyage.org/wiki/Grand_Canyon::2,0.33,0.3333333333333333,2,6,0.2848101265822785
ko,https://en.wikivoyage.org/wiki/Studying_abroad::1,0.33,0.38235294117647056,13,34,0.3006134969325153
ko,https://en.wikinews.org/wiki/War_between_top_lawyers_in_Greece::1,0.33,0.6666666666666666,2,3,0.3177966101694915
ko,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Culture::1,0.33,0.26666666666666666,4,15,0.31788079470198677
ko,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks::1,0.33,0.1,1,10,0.3269230769230769
ko,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies::2,0.33,0.3333333333333333,3,9,0.2857142857142857
ko,https://en.wikivoyage.org/wiki/German_phrasebook::2,0.33,0.25,3,12,0.34831460674157305
ko,https://en.wikinews.org/wiki/EBay_to_acquire_Skype::1,0.33,0.0,0,1,0.2830188679245283
ko,https://en.wikinews.org/wiki/Spanish_football_captain_dies_at_26::2,0.33,0.4,2,5,0.3466666666666667
ko,https://en.wikibooks.org/wiki/Warfare::2,0.33,0.3125,10,32,0.3439153439153439
ko,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage::1,0.33,0.16666666666666666,1,6,0.2857142857142857
ko,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit::2,0.33,0.5,2,4,0.32019704433497537
ko,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity::1,0.33,0.2,4,20,0.35570469798657717
ko,"https://en.wikinews.org/wiki/Sun%27s_mood_swings_not_so_strange_after_all,_say_scientists::2",0.33,0.25,2,8,0.2988505747126437
ko,https://en.wikivoyage.org/wiki/Travel_agencies::1,0.33,0.3125,5,16,0.3076923076923077
ko,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Genetics/Introduction::1,0.33,0.4,2,5,0.3333333333333333
ko,https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case::2,0.33,0.6666666666666666,2,3,0.3291139240506329
ko,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle::1,0.33,0.6666666666666666,6,9,0.3271604938271605
ko,https://en.wikivoyage.org/wiki/Moldova::1,0.33,0.3125,5,16,0.3105590062111801
ko,https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos::2,0.33,0.5,3,6,0.3188405797101449
ko,https://en.wikivoyage.org/wiki/Sleep::1,0.33,0.23076923076923078,3,13,0.31137724550898205
ko,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Assyrians::1,0.33,0.25,1,4,0.29927007299270075
ko,https://en.wikivoyage.org/wiki/Tornado_safety::2,0.33,0.4,4,10,0.3389830508474576
ko,https://en.wikivoyage.org/wiki/Travel_photography/Film::1,0.33,0.5,3,6,0.4014084507042254
ko,https://en.wikibooks.org/wiki/French_Revolution/Effects::1,0.33,0.4,12,30,0.3333333333333333
ko,https://en.wikivoyage.org/wiki/War_zone_safety::2,0.33,0.38461538461538464,5,13,0.3223684210526316
ko,https://en.wikibooks.org/wiki/Wikijunior:Europe/Turkey::1,0.33,0.0,0,7,0.3432203389830508
ko,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Behavioural_and_Neuroscience_Methods::1,0.33,0.3333333333333333,2,6,0.30256410256410254
ko,https://en.wikinews.org/wiki/Tennis:_Andy_Murray_wins_Montreal_Masters_2009::1,0.33,0.3125,5,16,0.3225806451612903
ko,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots::1,0.33,0.2,1,5,0.3103448275862069
ko,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12::2,0.33,0.35714285714285715,5,14,0.3568627450980392
ko,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement::1,0.33,0.25,1,4,0.348993288590604
ko,https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park::1,0.33,0.6,3,5,0.3565217391304348
ko,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time::2,0.33,0.5555555555555556,5,9,0.30612244897959184
ko,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos::2,0.33,0.2222222222222222,4,18,0.3473053892215569
ko,https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state::2,0.33,0.2777777777777778,5,18,0.3515625
ko,https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms::2,0.33,0.25,1,4,0.35384615384615387
ko,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions::2,0.33,0.6666666666666666,2,3,0.3141025641025641
ko,https://en.wikibooks.org/wiki/Yoga/Yoga_Tales::1,0.33,0.36363636363636365,4,11,0.2905027932960894
ko,https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu::1,0.33,0.125,2,16,0.3464566929133858
ko,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops::1,0.33,0.2727272727272727,3,11,0.33816425120772947
ko,https://en.wikinews.org/wiki/Doctor_to_be_charged_after_mother%27s_death_in_Ohio::2,0.33,0.23076923076923078,3,13,0.33472803347280333
ko,https://en.wikivoyage.org/wiki/Cascais::1,0.33,0.125,1,8,0.3181818181818182
ko,https://en.wikivoyage.org/wiki/Salar_de_Uyuni::2,0.33,0.4666666666666667,7,15,0.3644067796610169
ko,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast::1,0.33,0.2222222222222222,2,9,0.3458646616541353
ko,https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism::1,0.33,0.0,0,10,0.28270042194092826
ko,https://en.wikibooks.org/wiki/Remembering_the_Templars::2,0.33,0.2857142857142857,4,14,0.3148148148148148
ko,https://en.wikibooks.org/wiki/Wikijunior:Bugs/Insects_Intro::1,0.33,0.25,3,12,0.3050847457627119
ko,"https://en.wikinews.org/wiki/Sam_Simon,_%27The_Simpsons%27_co-creator,_dies_aged_59::2",0.33,0.2222222222222222,4,18,0.30935251798561153
ko,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Jupiter/Io::1,0.33,0.5555555555555556,5,9,0.35353535353535354
ko,https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek::2,0.33,0.3,3,10,0.30357142857142855
ko,https://en.wikivoyage.org/wiki/Talk::1,0.33,0.2222222222222222,2,9,0.3402061855670103
ko,https://en.wikivoyage.org/wiki/Mallorca::1,0.33,0.3,3,10,0.2803738317757009
ko,"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued::1",0.33,0.4,4,10,0.35507246376811596
